url,label
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
http://secure-login-paypal.com/verify,1
https://update.apple-support-id.com/login,1
http://192.168.1.1/login.php,1
http://bit.ly/secure-login,1
https://amazon-security-alert.net/auth,1
http://free-gift-card-win.com,1
https://netflix-payment-update.info,1
http://chase-bank-verify-account.com,1
http://www.google-security-update.com,1
http://login-microsoftonline.com.secure-auth.net,1
https://www.google.com,0
https://github.com/login,0
https://www.amazon.com/gp/cart/view.html,0
https://www.netflix.com/browse,0
https://en.wikipedia.org/wiki/Main_Page,0
https://stackoverflow.com/questions,0
https://www.apple.com/support/,0
https://www.paypal.com/us/home,0
https://www.chase.com/,0
https://www.microsoft.com/en-us/,0
